fy,pb,compb,projectid,budgetline,theme,orborough,orcd,sponsor,project,descr,amount,address,addresstype,stno,stname,borough,zipad,zipgis,latitude,longitude,comdist,ct10,cb10,ct00,cb00,cd
2014,,,p cn079,p d019,parks and recreation,q,21,ferreras,junction playground,,"850,000","9311 34th ave, queens, ny 11372",,9311,34th ave    ,queens,11372,11372,40.754837,-73.874605,403,273,1001,273,1001,25
2014,,,pv nc053,pv dn717,cultural affairs,m,96,citywide,eyebeam atelier,,"30,000","934 3rd avenue, brooklyn, ny 11232",,934,3rd ave,manhattan,11232,10022,40.759743,-73.967827,106,11203,1002,11203,1002,4
2014,,,e cn087,e d001,education,q,28,wills,ps 650q construction tradps engineering and architecture,,"75,000","94-06 104th st, queens, ny 11416",,94-06,104th st    ,queens,11416,11416,40.689591,-73.840717,409,114,1003,114,1003,28
2014,,,hn c053,hn d300,city university of new york,q,28,wills,york college,,"200,000","94-20 guy r brewer blvd, queens, ny 11451",,94-20,guy r brewer blvd  ,queens,11451,11433,40.702532,-73.795578,412,246,1001,246,1003,27
2014,,,p cn119,p d017,parks and recreation,k,39,lander,prospect park,,"100,000","95 prospect park west, brooklyn, ny 11215",,95,prospect park west   ,brooklyn,11215,11215,40.667391,-73.974508,355,177,1010,177,1004,39
2014,,,p cn117,p d017,parks and recreation,k,39,lander,prospect park ,,"400,000","95 prospect park west, brooklyn, ny 11215",,95,prospect park west   ,brooklyn,11215,11215,40.667391,-73.974508,355,177,1010,177,1004,39
2014,,,p cn114,p d017,parks and recreation,k,"33, 46, 39","levin, fidler, lander",prospect park alliance,,"126,000","95 prospect park west, brooklyn, ny 11215",,95,prospect park west   ,brooklyn,11215,11215,40.667391,-73.974508,355,177,1010,177,1004,39
2014,,,p cn115,p d017,parks and recreation,k,"92, 96, 46, 39","brooklyn delegation, citywide, fidler, lander",prospect park alliance,,"2,000,000","95 prospect park west, brooklyn, ny 11215",,95,prospect park west   ,brooklyn,11215,11215,40.667391,-73.974508,355,177,1010,177,1004,39
2014,,,lq cn028,lq d001,queens public library,q,21,ferreras,east elmhurst branch,,"50,000","95-06 astoria blvd, queens, ny 11369",,95-06,astoria blvd    ,queens,11369,11369,40.76278,-73.874016,403,353,1000,353,1000,21
2014,,,lq cn036,lq d001,queens public library,q,25,dromm,east elmhurst branch,,"500,000","95-06 astoria blvd, queens, ny 11369",,95-06,astoria blvd    ,queens,11369,11369,40.76278,-73.874016,403,353,1000,353,1000,21
2014,,,e cn307,e d001,education,q,30,crowley,ps 306q academy for discovery,,"35,000","95-16 89th ave, queens, ny 11421",,95-16,89th ave    ,queens,11421,11421,40.691765,-73.849006,409,20,1003,20,1003,32
2014,,,e cn718,e d001,education,q,32,ulrich,ps 306q academy for discovery,,"100,000","95-16 89th ave, queens, ny 11421",,95-16,89th ave    ,queens,11421,11421,40.691765,-73.849006,409,20,1003,20,1003,32
2014,,,e cn150,e d001,education,k,46,fidler,ps 68k isaac bildersee,,"175,000","956 east 82 st, brooklyn, ny 11236",,956,east 82 st   ,brooklyn,11236,11236,40.635553,-73.91079,318,956,1000,956,1006,46
2014,,,pw nc060,hd dn469,housing preservation & development,k,40,eugene,camba 97 crooke ave housing development,,"1,000,000","97 crooke ave, brooklyn, ny 11226",,97,crooke ave    ,brooklyn,11226,11226,40.65283,-73.962501,314,50804,2000,508,5000,40
2014,,,e cn583,e d001,education,q,28,wills,ps 62q chester park,,"100,000","97-25 108 st, queens, ny 11419",,97-25,108 st    ,queens,11419,11419,40.68867,-73.836205,409,110,1001,110,1001,28
2014,,,lb cn007,lb d104,brooklyn public library,k,44,greenfield,midwood branch,,"250,000","975 east 16th st, brooklyn, ny 11230",,975,east 16th st   ,brooklyn,11230,11230,40.626054,-73.9606,314,532,2001,532,2001,44
2014,,,e cn498,e d001,education,k,35,james,ps 241k emma l johnston,,"75,000","976 president st, brooklyn, ny 11225",,976,president st    ,brooklyn,11225,11225,40.669339,-73.960675,309,213,2001,213,2001,35
2014,,,e cn867,e d001,education,r,49,rose,ps 65r academy of innovative learning,,"235,000","98 grant st, staten island, ny 10301",,98,grant st    ,staten island,10301,10301,40.634032,-74.078611,501,21,1005,21,1008,49
2014,,,e cn394,e d001,education,q,32,ulrich,ps 146q howard beach ,,"50,000","98-01 159 ave, queens, ny 11414",,98-01,159 ave    ,queens,11414,11414,40.659873,-73.835068,410,884,8006,884,2005,32
2014,,,e cn640,e d001,education,q,21,ferreras,ps 127q aerospace science academy,,"100,000","98-01 25 ave, queens, ny 11369",,98-01,25 ave    ,queens,11369,11369,40.764646,-73.871641,403,357,2008,355,2004,21
2014,,,e cn289,e d001,education,q,21,ferreras,ps 19q marino jeantet,,"44,000","98-02 roosevelt ave, queens, ny 11368",,98-02,roosevelt ave    ,queens,11368,11368,40.749381,-73.867354,404,409,3003,409,2004,21
2014,,,e cn645,e d001,education,k,42,barron,ps 202k ernest s jenkyns,,"40,000","982 hegeman ave, brooklyn, ny 11208",,982,hegeman ave    ,brooklyn,11208,11208,40.666417,-73.876563,305,1116,1004,1114,1004,42
2014,,,lq cn034,lq d001,queens public library,q,96,citywide,lefrak branch,,"50,000","98-30 57th ave, queens, ny 11368",,98-30,57th ave    ,queens,11368,11368,40.738027,-73.861173,404,455,3000,455,1000,21
2014,,,lq cn035,lq d001,queens public library,q,21,ferreras,lefrak branch,,"56,000","98-30 57th ave, queens, ny 11368",,98-30,57th ave    ,queens,11368,11368,40.738027,-73.861173,404,455,3000,455,1000,21
2014,,,e cn106,e d001,education,q,21,ferreras,ps 61q leonardo da vinci,,"100,000","98-50 50 ave, queens, ny 11368",,98-50,50 ave    ,queens,11368,11368,40.742668,-73.863307,404,44302,1000,443,2000,21
2014,,,e cn155,e d001,education,k,44,greenfield,ps 96k seth low,,"50,000","99 ave p, brooklyn, ny 11204",,99,ave p    ,brooklyn,11204,11204,40.60754,-73.984661,311,430,3002,430,3002,44
2014,,,ha cn063,ha d001,housing authority,m,7,jackson,99 fort washington houses,,"350,000","99 fort washington ave, ny, ny 10032",,99,fort washington ave   ,manhattan,10032,10032,40.838515,-73.943738,112,247,5001,247,1000,7
2014,,,pv nc200,pv dn067,cultural affairs,m,"96, 26","citywide, van bramer",whitney museum of american art,,"750,000","99 gansevoort st, ny, ny 10014",,99,gansevoort st    ,manhattan,10014,10014,40.739386,-74.008967,102,79,1006,79,3006,3
2014,,,e cn170,e d001,education,x,11,koppell,ps 475x jfk,,"550,000","99 terrace view ave, bronx, ny 10463",,99,terrace view ave   ,bronx,10463,10463,40.877105,-73.912256,208,309,4000,309,4000,10
2014,,,e cn171,e d001,education,m,10,rodriguez,ps jfk,,"35,000","99 terrace view ave, bronx, ny 10463",,99,terrace view ave   ,bronx,10463,10463,40.877105,-73.912256,208,309,4000,309,4000,10
2014,,,p nc002,pv dn610,cultural affairs,k,"96, 46, 26, 30, 43, 29","citywide, fidler, van bramer, crowley, gentile, koslowitz",brooklyn botanic garden corp,,"2,500,000","990 washington ave, brooklyn, ny 11225",,990,washington ave    ,brooklyn,11225,11225,40.667215,-73.961729,355,177,1000,177,1000,35
2014,,,e cn331,e d001,education,q,21,ferreras,ps 92q harry t stewart sr,,"100,000","99-01 34 ave, queens, ny 11368",,99-01,34 ave    ,queens,11368,11368,40.755418,-73.869017,403,377,1002,377,1002,21
2014,,,e cn073,e d001,education,k,37,dilan,franklin k lane ps ,,"500,000","999 jamaica ave, brooklyn, ny 11208",,999,jamaica ave    ,brooklyn,11208,11208,40.691146,-73.868328,305,1180,1000,1180,1000,37
2015,,,hw cn069,hw d101,highways,k,45,williams,linden blvd between e 45th st and 53nd st,,"360,000","719-721 linden blvd, brooklyn, ny 11203",street,719-721,linden blvd    ,brooklyn,11203,11203,40.653738,-73.931806,317,870,1001,870,1001,41
2015,1,,hw cn031,hw d101,highways,k,38,menchaca,7th ave (cb 7),,"350,000","7th ave brooklyn, ny 11217",street,,,,,,,,,,,,,
2015,,,hw cn003,hw d102,highways,m,6,rosenthal,broadway malls,,"55,000","broadway, manhattan, ny",street,,,,,,,,,,,,,
2015,,,hw cn044,tf d503,traffic,q,32,ulrich,jamaica avenue,,"600,000","jamaica ave, queens, ny",street,,,,,,,,,,,,,
2015,,,hw cn077,hw d103,highways,q,30,crowley,myrtle ave,,"425,000","myrtle ave, queens, ny",street,,,,,,,,,,,,,
2015,,,p cn036,p d018,parks and recreation,m,1,chin,stanton st ,,"250,000","stanton st, ny, ny",street,,,,,,,,,,,,,
2015,,,hw cn076,hw d103,highways,q,20,koo,union st,,"500,000","union st, queens, ny",street,,,,,,,,,,,,,
2015,,,hw cn082,hw d103,highways,q,99,technical adjustments,utopia pkwy ,,"250,000","utopia pkwy, queens, ny",street,,,,,,,,,,,,,
2015,1,,p cn045,p d822,parks and recreation,k,44,greenfield,borough park,,"170,000","borough park, brooklyn, ny",neighborhood,,,,,,,,,,,,,
2015,,,hw cn068,hw d101,highways,k,33,levin,dumbo/vinegar hill ,,"1,000,000","dumbo/vinegar hill, brooklyn",neighborhood,,,,,,,,,,,,,
2015,1,,hw cn021,hw d101,highways,k,44,greenfield,midwood,,"750,000","midwood, brooklyn",neighborhood,,,,,,,,,,,,,
2015,1,,t rr001,hw d103,highways,q,"99, 32","technical adjustments, ulrich",woodhaven ,,"300,000","woodhaven, queens, ny",neighborhood,,,,,,,,,,,,,
2015,,,ln cn014,ln d008,new york public library,m,1,chin,battery park city branch; mulberry st branch,,"80,000",cd 1,"multiple, cd",,,,,,,,,,,,,
2015,1,,lq cn015,lq d001,queens public library,q,23,weprin,fresh meadows branch;  hollis branch; windsor park branch,,"265,000",cd 23,"multiple, cd",,,,,,,,,,,,,
2015,,,hw cn070,hw d103,highways,q,32,ulrich,beach 94th st; beach 108th st,,"50,000",cd 32,"multiple, cd",,,,,,,,,,,,,
2015,1,,p cn002,p d019,parks and recreation,q,32,ulrich,rockaway park; broad channel,,"150,000",cd 32,"multiple, cd",,,,,,,,,,,,,
2015,,,lb cn012,lb d104,brooklyn public library,k,35,cumbo,eastern parkway branch; central branch,,"500,000",cd 35,"multiple, cd",,,,,,,,,,,,,
2015,1,,e cn583,e d001,education,k,39,lander,ps 321k william penn; ps 130k parkside; ps 230k doris l cohen,,"195,000",cd 39,"multiple, cd",,,,,,,,,,,,,
2015,1,,lb cn004,lb d104,brooklyn public library,k,44,greenfield,"midwood, mapleton, ryder branches",,"200,000",cd 44,"multiple, cd",,,,,,,,,,,,,
2015,,,p cn230,p d021,parks and recreation,x,99,technical adjustments,pelham bay park ,,"100,000","westchester ave & burr ave, bronx, ny 10461",intersection,Westchester Ave,burr ave,bronx,10461,10461,40.852833,-73.827354,210,300,,471,,25
2015,,,p cn054,p d019,parks and recreation,q,21,ferreras,corona mac playground,,"450,000","102nd st & lewis ave, queens, ny 11368",intersection,102nd St,lewis ave,queens,11368,11368,40.851963,-73.835556,404,44301,,161,,6
2015,,,p cn178,p d019,parks and recreation,q,27,miller,nautilus park,,"208,000","baisley blvd & 120th ave, queens, ny 11434",intersection,Baisley Blvd,120th ave,queens,11434,11434,40.84377,-73.86559,412,368,,201,,1
2015,,,p cn223,hw d103,highways,m,"41, 7","mealy, levine",montefiore plaza,,"2,000,000","broadway & hamilton place, ny, ny 10031",intersection,Broadway,hamilton place,manhattan,10031,10031,40.82077,-73.95458,109,22301,,22102,,9
2015,,,ha cn036,ha d001,housing authority,x,17,arroyo,bronxchester houses,,"205,000","st ann's ave & e 156th st, bronx, ny 10455",intersection,St Ann's Ave,e 156th st,bronx,10455,10455,40.82059,-73.86888,201,71,,240,,8
2015,,,p cn189,p d018,parks and recreation,m,6,rosenthal,riverside park,,"750,000","riverside dr & w 95th st, ny, ny 10025",intersection,Riverside Dr,w 95th st,manhattan,10025,10025,40.79547,-73.97579,107,183,,300,,13
2015,,,p cn192,p d018,parks and recreation,m,6,rosenthal,riverside park,,"325,000","riverside dr & w 95th st, ny, ny 10025",intersection,Riverside Dr,w 95th st,manhattan,10025,10025,40.79547,-73.97579,107,183,,161,,6
2015,,,p cn193,p d933,parks and recreation,m,6,rosenthal,riverside park,,"75,000","riverside dr & w 95th st, ny, ny 10025",intersection,Riverside Dr,w 95th st,manhattan,10025,10025,40.79547,-73.97579,107,183,,30,,43
2015,,,p cn241,p d019,parks and recreation,q,19,vallone,frank golden park (shannon gaels),,"80,000","132nd st & 14th rd, queens, ny 11356",intersection,132nd St,14th rd,queens,11356,11356,40.78559,-73.83633,407,945,,205,,7
2015,,,pv nc106,pv d034,cultural affairs,m,"96, 6, 1, 7, 21, 22, 26","citywide, rosenthal, chin, levine, ferreras, constantinides, van bramer",american museum of natural history,,"4,000,000","central park west & w 77th st, ny, ny 10024",intersection,Central Park West,w 77th st,manhattan,10024,10024,40.77948,-73.973564,107,161,,394,,12
2015,,,pv nc047,pv d503,cultural affairs,m,4,garodnick,carnegie hall corporation,,"200,000","7th ave & w 57th st, ny, ny 10019",intersection,7th Ave,w 57th st,manhattan,10019,10019,40.765522,-73.980034,105,137,,18,,38
2015,,,pv nc011,pv d291,cultural affairs,q,"94, 30, 20, 29, 32, 26, 21","queens delegation, crowley, koo, koslowitz, ulrich, van bramer, ferreras",queens museum,,"1,250,000","44th ave & 114th st, queens, ny 11368",intersection,44th ave,114th st,queens,11368,11368,40.7499701,-73.85129,404,399,,31901,,49
2015,,,p cn066,p d019,parks and recreation,q,21,ferreras,louis simeone park,,"500,000","102nd st & radcliff ave, queens, ny 11368",intersection,102nd St,radcliff ave,queens,11368,11368,40.74188,-73.85988,404,44301,,71,,17
2015,,,pw cn006,p d019,parks and recreation,q,96,citywide,ny state pavilion,,"628,000","corona ave & 56th ave, queens, ny 11368",intersection,corona ave,56th ave,queens,11367,11368,40.741177,-73.8517,404,427,,129,,3
2015,,,ep cn002,p d018,parks and recreation,m,"96, 2","citywide, mendez",outstanding renewal enterprises inc (lower east side ecology center),,"1,000,000","fdr drive & grand st, ny, ny 10002",intersection,FDR Drive,grand st,manhattan,10002,10002,40.7101394,-73.988905,103,202,,383,,21
2015,,,p cn174,p d019,parks and recreation,q,29,koslowitz,sobelsohn playground,,"550,000","park lane south & abingdon road, queens, ny 11415",intersection,Park Lane South,abingdon road,queens,11415,11415,40.709644,-73.83481,409,775,,137,,4
2015,,,p cn037,p d018,parks and recreation,m,1,chin,battery park,,"250,000","battery pl & state st, ny, ny 10004",intersection,Battery Pl,state st,manhattan,10004,10004,40.70454,-74.01423,101,9,,161,,6
2015,,,p cn013,p d020,parks and recreation,r,51,ignizio,bloomingdale park,,"50,000","drumgoole rd e & maguire ave, staten island, ny 10309",intersection,Drumgoole Rd E,maguire ave,staten island,10309,10309,40.70292,-73.99447,503,20803,,31901,,49
2015,,,p cn019,p d017,parks and recreation,k,33,levin,brooklyn bridge park,,"163,000","old fulton st & water st, brooklyn, ny 11201",intersection,Old Fulton St,water st,brooklyn,11201,11201,40.70292,-73.99447,302,1,,101002,,31
2015,,,hw cn065,hw d103,highways,q,27,miller,parsonsblvd andarcherave,,"200,000","parsonsblvd &archerave, queens, ny 11432",intersection,ParsonsBlvd,archerave,queens,11432,11433,40.70248,-73.79992,412,44601,,244,,27
2015,,,p cn120,p d822,parks and recreation,k,39,lander,gowanus canal,,"50,000","centre st & smith st, brooklyn, ny 11231",intersection,centre st,smith st,brooklyn,11231,11231,40.673473,-73.99839,306,77,,261,,10
2015,,,p cn225,ed d075,economic development,m,96,citywide,public realm project,,"1,000,000","park ave & e 125th st, ny, ny 10035",intersection,Park Ave,e 125th st,manhattan,10035,10035,40.647316,-74.08068,111,196,,20803,,51
2015,,,p cn143,p d017,parks and recreation,k,38,menchaca,john allen payne park playground,,"1,500,000","2nd ave & 64th st, brooklyn, ny 11220",intersection,2nd ave,64 st,brooklyn,11220,11220,40.6412,-74.02513,307,18,,2602,,2
2015,,,p cn171,p d017,parks and recreation,k,43,gentile,owls head park,,"50,000","colonial rd & 68th st, brooklyn, ny 11220",intersection,Colonial Rd,68th st,brooklyn,11220,11220,40.63828,-74.03088,310,30,,370,,47
2015,,,p cn164,p d020,parks and recreation,r,49,rose,grandview playground,,"1,000,000","grandview ave & continental pl, staten island, ny 10303",intersection,Grandview Ave,continental pl,staten island,10303,10303,40.63029,-74.16532,501,31901,,19701,,9
2015,,,p cn244,p d017,parks and recreation,k,43,gentile,john j carty tennis courts,,"1,000,000","fort hamilton pkwy & 97th st, brooklyn, ny 11209",intersection,Fort Hamilton Pkwy,97th st,brooklyn,11209,11209,40.613926,-74.03017,310,162,,167,,39
2015,,,p cn147,p d019,parks and recreation,q,31,richards,lannett playground,,"250,000","lanett ave & beach 8th st, queens, ny 11691",intersection,Lanett Ave,beach 8th st,queens,11691,11691,40.599266,-73.74326,414,101002,,383,,21
2015,,,p cn108,p d017,parks and recreation,k,46,maisel,dr john playground,,"1,100,000","gerritsen ave & ave x, brooklyn, ny 11234",intersection,Gerritsen Ave,ave x,brooklyn,11234,11229,40.59682,-73.929565,315,628,,711,,29
2015,,,p cn008,p d019,parks and recreation,q,31,richards,beach 59th st playground,,"200,000","beach front rd & beach 60th st, queens, ny 11692",intersection,Beach Front Rd,beach 60th st,queens,11692,11692,40.5869,-73.80014,414,964,,504,,39
2015,1,,hw cn058,p d019,parks and recreation,q,32,ulrich,sea themed statue project,,"150,000","beach 95 st & rockaway beach blvd, queens, ny 11693",intersection,beach 95 st,rockaway beach blvd,queens,11693,11693,40.585686,-73.81722,414,94201,,65,,39
2015,1,,p cn182,p d019,parks and recreation,q,32,ulrich,performance space,,"200,000","rockaway beach blvd&beach 97th st, queens, ny 11693",intersection,rockaway beach blvd,beach 97th st,queens,11693,11693,40.584953,-73.8188,414,94201,,371,,21
2015,,,p cn210,p d020,parks and recreation,r,51,ignizio,drumgoole tot lot,,"500,000","rathbun ave & carlton blvd, staten island, ny 10312",intersection,Rathbun Ave,carlton blvd,staten island,10312,10312,40.549107,-74.18046,503,17008,,20,,2
2015,,,p cn197,p d020,parks and recreation,r,51,ignizio,seaside nature park,,"875,000","nelson ave & tennyson dr, staten island, ny 10308",intersection,Nelson Ave,tennyson dr,staten island,10308,10308,40.540585,-74.143616,503,15603,,383,,29
2015,,,p cn140,p d018,parks and recreation,m,"10, 96","rodriguez, citywide",jacob javitz playground,,"1,500,000","fort george ave & audubon ave, ny, ny 10040",intersection,Fort George Ave,audubon ave,manhattan,10040,10040,40.857155,-73.9274,112,277,,999,,19
2015,,,p cn240,p d019,parks and recreation,q,24,lancman,willow lake nature center,,"750,000","grand central pkwy & 72nd rd, queens, ny 11375",intersection,Grand Central Pkwy,72nd rd,queens,11375,11375,40.72167,-73.83596,406,38302,,201,,16
2015,,,hw cn011,tf d005,traffic,m,1,chin,cd 1 traffic,,"260,000",cd 1,cd,,,,,,,,,,,,,
2015,,,hw cn005,tf d005,traffic,x,11,cohen,cd 11 bus stops,,"40,000",cd 11,cd,,,,,,,,,,,,,
2015,,,ha cn025,ha d001,housing authority,x,13,vacca,nyc housing authority,,"1,000,000",cd 13,cd,,,,,,,,,,,,,
2015,,,ha cn075,ha d001,housing authority,x,14,cabrera,nyc housing authority,,"300,000",cd 14,cd,,,,,,,,,,,,,
2015,,,ha cn076,ha d001,housing authority,x,14,cabrera,nyc housing authority,,"411,000",cd 14,cd,,,,,,,,,,,,,
2015,,,po cn009,po d185,police,x,14,cabrera,cd 14 pd,,"60,000",cd 14,cd,,,,,,,,,,,,,
2015,,,hw cn029,tf d005,traffic,x,14,cabrera,cd 14 traffic,,"113,000",cd 14,cd,,,,,,,,,,,,,
2015,,,pv nc143,pv dn074,cultural affairs,x,15,torres,natural gas powered tram,,"93,000",cd 15,cd,,,,,,,,,,,,,
2015,,,ha cn059,ha d001,housing authority,x,15,torres,cd 15 houses,,"3,408,000",cd 15,cd,,,,,,,,,,,,,
2015,,,ha cn077,ha d001,housing authority,m,"96, 15","citywide, torres",nyc housing authority,,"8,000,000",cd 15,cd,,,,,,,,,,,,,
2015,,,pv nc122,pv d467,cultural affairs,x,"16, 96","gibson, citywide",bronx childrens museum,,"800,000",cd 16,cd,,,,,,,,,,,,,
2015,,,ln cn010,ln d008,new york public library,x,17,arroyo,nypl branches in cd 17 ,,"225,000",cd 17,cd,,,,,,,,,,,,,
2015,,,hw cn078,hw d103,highways,q,19,vallone,piazza italia,,"500,000",cd 19,cd,,,,,,,,,,,,,
2015,,,hw cn027,hw d103,highways,q,21,ferreras,cd 21 streets,,"360,000",cd 21,cd,,,,,,,,,,,,,
2015,,,hw cn081,hw d103,highways,q,21,ferreras,cd 21 streets,,"500,000",cd 21,cd,,,,,,,,,,,,,
2015,,,hw cn014,tf d005,traffic,q,22,constantinides,cd 22 traffic,,"200,000",cd 22,cd,,,,,,,,,,,,,
2015,1,,po cn013,po d185,police,q,23,weprin,cd 23 pd,,"105,000",cd 23,cd,,,,,,,,,,,,,
2015,,,hw cn037,tf d005,traffic,q,23,weprin,cd 23 bus stops,,"35,000",cd 23,cd,,,,,,,,,,,,,
2015,,,hw cn066,hw d103,highways,q,27,miller,cd 27 streets,,"177,000",cd 27,cd,,,,,,,,,,,,,
2015,,,p cn046,p d933,parks and recreation,m,3,johnson,cd 3 parks,,"75,000",cd 3,cd,,,,,,,,,,,,,
2015,,,hw cn012,tf d005,traffic,m,3,johnson,cd 3 parking,,"35,000",cd 3,cd,,,,,,,,,,,,,
2015,,,hw cn024,hw d103,highways,q,"96, 31","citywide, richards",cd 31 streets,,"500,000",cd 31,cd,,,,,,,,,,,,,
2015,,,e cn001,e d001,education,k,33,levin,cd 33 schools,,"70,000",cd 33,cd,,,,,,,,,,,,,
2015,1,,ha cn049,ha d001,housing authority,k,33,levin,nyc housing authority,,"400,000",cd 33,cd,,,,,,,,,,,,,
2015,1,,po cn011,po d185,police,k,38,menchaca,cd 38 pd,,"600,000",cd 38,cd,,,,,,,,,,,,,
2015,,,e cn037,e d001,education,k,39,lander,cd 39 schools,,"910,000",cd 39,cd,,,,,,,,,,,,,
2015,,,hw cn004,tf d005,traffic,k,39,lander,cd 39 bus stops,,"240,000",cd 39,cd,,,,,,,,,,,,,
2015,,,ed cn005,ed d075,economic development,m,4,garodnick,cd 4,,"500,000",cd 4,cd,,,,,,,,,,,,,
2015,,,hw cn013,tf d005,traffic,m,4,garodnick,cd 4 traffic,,"950,000",cd 4,cd,,,,,,,,,,,,,
2015,,,e cn785,e d001,education,k,45,williams,cd 45 schools,,"36,000",cd 45,cd,,,,,,,,,,,,,
2015,1,,po cn012,po d185,police,k,45,williams,cd 45 pd ,,"400,000",cd 45,cd,,,,,,,,,,,,,
2015,,,hw cn030,tf d005,traffic,k,47,treyger,cd 47 traffic,,"100,000",cd 47,cd,,,,,,,,,,,,,
2015,,,ha cn042,ha d001,housing authority,r,49,rose,nyc housing authority,,"704,000",cd 49,cd,,,,,,,,,,,,,
2015,,,p cn236,p d822,parks and recreation,m,4,garodnick,manhattan parks,,"35,000",cd 49,cd,,,,,,,,,,,,,
2015,,,hw cn046,tf d005,traffic,r,49,rose,cd 49 traffic,,"250,000",cd 49,cd,,,,,,,,,,,,,
2015,,,p cn095,p d933,parks and recreation,m,5,kallos,cd 5 parks,,"65,000",cd 5,cd,,,,,,,,,,,,,
2015,,,hw cn035,tf d005,traffic,m,5,kallos,cd 5 bus stops,,"340,000",cd 5,cd,,,,,,,,,,,,,
2015,1,,hw cn036,tf d005,traffic,m,5,kallos,cd 5 bus stops,,"300,000",cd 5,cd,,,,,,,,,,,,,
2015,,,po cn007,po d185,police,r,50,matteo,cd 50 pd,,"70,000",cd 50,cd,,,,,,,,,,,,,
2015,,,co cn001,pw d308,public buildings,r,50,matteo,richmond county district attorney office,,"50,000",cd 50,cd,,,,,,,,,,,,,
2015,,,pw cn002,pw d308,public buildings,r,50,matteo,staten island borough presidents clean team,,"50,000",cd 50,cd,,,,,,,,,,,,,
2015,,,hw cn048,st d003,staten island rapid transit,r,50,matteo,metropolitian transportiation authority,,"250,000",cd 50,cd,,,,,,,,,,,,,
2015,,,hw cn050,tf d005,traffic,r,50,matteo,cd 50 traffic,,"200,000",cd 50,cd,,,,,,,,,,,,,
2015,,,p cn003,p d020,parks and recreation,r,51,ignizio,cd 51 parks,,"500,000",cd 51,cd,,,,,,,,,,,,,
2015,,,hw cn080,tf d005,traffic,r,"51, 96","ignizio, citywide",cd 51 traffic,,"500,000",cd 51,cd,,,,,,,,,,,,,
2015,,,ha cn078,ha d001,housing authority,m,96,citywide,nyc housing authority,,"10,000,000",manhattan,borough,,,,,,,,,,,,,
2015,,,pw nc033,pw d308,public buildings,m,96,citywide,city council ,,"1,000,000",manhattan,borough,,,,,,,,,,,,,
2015,,,hl nc029,hl dn328,health,q,"94, 21, 26, 29, 96","queens delegation, ferreras, van bramer, koslowitz, citywide",planned parenthood of nyc inc,,"737,000",queens,borough,,,,,,,,,,,,,
2015,,,hw cn072,hw d104,highways,r,95,staten island delegation,staten island streets,,"500,000",staten island,borough,,,,,,,,,,,,,
2015,,,hw cn049,tf d005,traffic,r,"95, 96","staten island delegation, citywide",staten island traffic,,"300,000",staten island,borough,,,,,,,,,,,,,
2015,,,pv nc155,pv dn612,cultural affairs,m,96,citywide,east harlem arts and education ldc,,"553,000","1 east 104th st, ny, ny 10029",,1,east 104th st   ,manhattan,10029,10029,40.792888,-73.951826,111,168,3001,168,3001,8
2015,,,pv nc156,pv dn612,cultural affairs,m,96,citywide,east harlem arts and education ldc,,"75,000","1 east 104th st, ny, ny 10029",,1,east 104th st   ,manhattan,10029,10029,40.792888,-73.951826,111,168,3001,168,3001,8
2015,,,hd nc033,hd d003,housing preservation & development,k,36,cornegy,mutual housing association of ny inc ,,"90,000","1 metrotech center, brooklyn, ny 11201",,1,metrotech center    ,brooklyn,11201,11201,40.693463,-73.987227,302,11,1009,11,1009,33
2015,,,e cn770,e d001,education,k,37,espinal,ps 615k transit tech career,,"50,000","1 wells st, brooklyn, ny 11208",,1,wells st    ,brooklyn,11208,11208,40.678276,-73.87596,305,1196,1000,1196,1003,37
2015,,,lb cn002,lb d104,brooklyn public library,k,"96, 22, 26, 92","citywide, constantinides, van bramer, brooklyn delegation",brooklyn public library,,"5,000,000","10 grand army plaza, brooklyn, ny 11238",,10,grand army plaza   ,brooklyn,11238,11238,40.672833,-73.969069,355,177,1000,177,1000,35
2015,,,lb cn013,lb d104,brooklyn public library,k,96,citywide,brooklyn public library,,"5,000,000","10 grand army plaza, brooklyn, ny 11238",,10,grand army plaza   ,brooklyn,11238,11238,40.672833,-73.969069,355,177,1000,177,1000,35
2015,,,pv nc046,pv d489,cultural affairs,m,"96, 14, 20, 38, 39, 43, 44, 45, 46","citywide, cabrera, koo, menchaca, lander, gentile, greenfield, williams, maisel",lincoln center for the performing arts inc,,"615,000","10 lincoln center plaza, ny, ny 10023",,10,lincoln center plaza   ,manhattan,10023,10023,40.772473,-73.982421,107,149,1002,149,2002,6
2015,,,hl nc024,hl dn273,health,m,"96, 4","citywide, garodnick",mount sinai hospital,,"422,000","10 nathan d perlman pl, ny, ny 10003",,10,nathan d perlman pl  ,manhattan,10003,10003,40.733421,-73.983117,106,48,5000,48,2000,2
2015,,,e cn146,e d001,education,m,"96, 6","citywide, rosenthal",ps 485m fiorello h laguardia of music and art and performing arts,,"300,000","100 amsterdam ave, manhattan, ny10023",,100,amsterdam ave    ,manhattan,10023,10023,40.773629,-73.985273,107,151,3001,151,1009,6
2015,,,e cn261,e d001,education,m,6,rosenthal,ps 485m laguardia,,"35,000","100 amsterdam ave, manhattan, ny10023",,100,amsterdam ave    ,manhattan,10023,10023,40.773629,-73.985273,107,151,3001,151,1009,6
